District,Case ID,Application Type,ERF Number,ISIS Key,Locality Address,Allotment Area,Status Description,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Building Work Value Group,Number of Units,RDP/LCH Indicator,Submission Date,Approved Date,Commencement Date,Completion Date,Year,Area 2
Tygerberg,70457616,Building Plan < 500m2,33802,561247,11 PARKVIEW PLACE   AVON,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"DWELLING EXTENSION, INTERNAL ALTERATIONS",60,"534,100.00",Under 5 million,1,No,17/12/2019,16/01/2020,06/11/2020,,2019,GOODWOOD
Tygerberg,70193061,Building Plan < 500m2,5643,630681,93 GROVE ROAD  CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,93,"533,720.00",Under 5 million,1,No,06/03/2015,11/09/2015,14/03/2016,,2015,PAROW
Northern,70122004,Building Plan < 500m2,38998,708300,"25 MEERENHOF, A WAY  VAN RIEBEECKSHOF",BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,132,"533,280.00",Under 5 million,1,No,09/05/2008,22/10/2008,04/11/2008,27/11/2008,2008,TYGER NORTHERN SUBURBS
Tygerberg,70436276,Building Plan < 500m2,4085,659584,14 BURLINGTON STREET  OAKDALE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extesnion, Boundary Wall",69,"532,740.00",Under 5 million,1,No,03/12/2018,20/03/2019,19/06/2019,,2018,BELLVILLE
Tygerberg,70317571,Building Plan < 500m2,10300,634302,3 1ST STREET  BOSTON,BELLVILLE,Work Complete,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"532,639.90",Under 5 million,1,No,26/10/2016,06/12/2016,31/01/2017,31/01/2017,2016,BELLVILLE
Tygerberg,70401879,Building Plan < 500m2,4754,564111,102 WELLINGTON STREET  VASCO ESTATE,GOODWOOD,Work Complete,Residential,Private,Dwelling Houses,Additional Dwelling,,90,"532,440.00",Under 5 million,1,No,07/11/2018,04/12/2018,06/12/2018,12/03/2019,2018,GOODWOOD
Northern,70357454,Building Plan < 500m2,1534,638929,20 BATES DRIVE  LOEVENSTEIN,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",68,"532,080.00",Under 5 million,1,No,30/06/2017,19/07/2017,26/07/2017,11/06/2018,2017,TYGER NORTHERN SUBURBS
Tygerberg,70469848,Building Plan < 500m2,3756,629097,36 FRANS CONRADIE DRIVE   FAIRFIELD ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall",131,"531,980.00",Under 5 million,1,No,01/07/2020,03/07/2020,16/09/2020,,2020,PAROW
Tygerberg,70099906,Building Plan < 500m2,2950,652624,27 SUIKERBOS STREET  BLOMTUIN,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",84,"530,585.00",Under 5 million,1,No,19/06/2012,02/10/2012,10/10/2012,02/05/2013,2012,BELLVILLE
Tygerberg,70390211,Building Plan < 500m2,10777,634722,16 MIKE PIENAAR BOULEVARD  OOSTERZEE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Non Residential,Other,Addition of Fuel Store:  Karl Bremer Hospital,114,"530,100.00",Under 5 million,1,No,29/01/2018,04/06/2018,06/06/2019,,2018,BELLVILLE
Northern,70245934,Building Plan < 500m2,37456,659276,1 GAMAY STREET  OUDE WESTHOF,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal, Pool, Wall",73,"529,840.00",Under 5 million,1,No,09/06/2015,16/07/2015,21/08/2015,,2015,TYGER NORTHERN SUBURBS
Tygerberg,70302082,Building Plan < 500m2,19305,624441,16 ODETTE STREET  DE TIJGER,PAROW,Work Complete,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,75,"529,500.00",Under 5 million,1,No,20/06/2016,29/07/2016,15/09/2016,10/08/2017,2016,PAROW
Northern,70521278,Building Plan < 500m2,1166,635054,84 POUSSION STREET   LOEVENSTEIN,BELLVILLE,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,75,"529,500.00",Under 5 million,1,No,29/10/2020,05/11/2020,,,2020,TYGER NORTHERN SUBURBS
Tygerberg,70299250,Building Plan < 500m2,16908,640300,97 MALIBU STREET  OAKGLEN,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",143,"529,100.00",Under 5 million,1,No,29/08/2016,20/12/2017,02/02/2018,,2016,BELLVILLE
Northern,70414042,Building Plan < 500m2,637,665405,46 DE BRON AVENUE   KENRIDGE,KENRIDGE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Ateration & Wall",62,"528,970.00",Under 5 million,1,No,22/02/2019,13/03/2019,09/03/2020,,2019,TYGER NORTHERN SUBURBS
Northern,70503633,Building Plan < 500m2,30731,653835,6 RANKSUIKERBOS WEG   PROTEA VALLEY,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & internal alts,74,"528,940.00",Under 5 million,1,No,14/08/2020,21/08/2020,22/12/2020,,2020,TYGER NORTHERN SUBURBS
Northern,70201670,Building Plan < 500m2,34878,657561,16 AGAPANTHUS AVENUE  WELGEDACHT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,145,"528,590.00",Under 5 million,1,No,29/10/2009,30/11/2009,12/01/2010,24/10/2011,2009,TYGER NORTHERN SUBURBS
Tygerberg,70503249,Building Plan < 500m2,3824,629161,23 WARREN STREET   FAIRFIELD ESTATE,PAROW,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,107,"528,180.00",Under 5 million,0,No,30/11/2020,23/12/2020,,,2020,PAROW
Tygerberg,70301856,Building Plan < 500m2,14405,545343,14 RIVERTON CLOSE  RIVERTON ELSIES RIVER,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Store Room, Carport",91,"528,060.00",Under 5 million,1,No,22/06/2016,15/03/2017,07/09/2018,,2016,GOODWOOD
Tygerberg,70028216,Building Plan < 500m2,29850,558010,47 11TH AVENUE  LEONSDALE,GOODWOOD,Certificate Issued,Residential,Private,Dwelling Houses,Additional Dwelling,,79,"527,720.00",Under 5 million,1,No,26/02/2014,02/03/2015,03/07/2015,22/08/2016,2014,GOODWOOD
Tygerberg,70477840,Building Plan < 500m2,5843,630838,79 CHAMBERLAIN STREET   CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Braai Patio, Swimming Pool",96,"527,680.00",Under 5 million,1,No,13/05/2020,20/07/2020,18/08/2020,,2020,PAROW
Tygerberg,70477840,Building Plan < 500m2,5843,630838,79 CHAMBERLAIN STREET   CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Braai Patio, Swimming Pool",96,"527,680.00",Under 5 million,1,No,13/05/2020,20/07/2020,18/08/2020,,2020,PAROW
Tygerberg,70477840,Building Plan < 500m2,5843,630838,79 CHAMBERLAIN STREET   CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Braai Patio, Swimming Pool",96,"527,680.00",Under 5 million,1,No,13/05/2020,20/07/2020,18/08/2020,,2020,PAROW
Tygerberg,70027051,Building Plan < 500m2,14131,619990,139 DUNCAN ROAD  KLIPKOP,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,109,"527,510.00",Under 5 million,1,No,23/09/2013,25/10/2013,12/03/2014,,2013,PAROW
Northern,70432663,Building Plan < 500m2,710,662266,11 KOMMANDEUR STREET   WELGEMOED,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Carport",135,"527,340.00",Under 5 million,1,No,23/07/2019,14/11/2019,29/07/2020,,2019,TYGER NORTHERN SUBURBS
Tygerberg,70172690,Building Plan < 500m2,5719,564908,74 WIENER STREET  VASCO ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,86,"527,080.00",Under 5 million,1,No,18/03/2016,29/08/2016,08/11/2016,,2016,GOODWOOD
Northern,70335577,Building Plan < 500m2,20621,643693,51 GRANDIFLORA ROAD   PROTEA VALLEY,BELLVILLE,Work Complete,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Carport, S/Pool, Wall",108,"526,900.00",Under 5 million,1,No,07/07/2017,22/02/2018,22/02/2018,02/03/2021,2017,TYGER NORTHERN SUBURBS
Tygerberg,70324518,Building Plan < 500m2,6159,661415,20 LAETITIA STREET  CHRISMAR,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall",108,"526,810.00",Under 5 million,1,No,18/01/2017,06/03/2017,07/06/2017,11/12/2017,2017,BELLVILLE
Tygerberg,70350982,Building Plan < 500m2,4768,629844,118 CHURCH ROAD  CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,73,"526,430.00",Under 5 million,1,No,17/05/2017,29/06/2017,11/08/2017,,2017,PAROW
Northern,70344385,Building Plan < 500m2,1309,636861,18 NIESHOUT STREET   LOEVENSTEIN,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Pool, Wall",104,"526,400.00",Under 5 million,1,No,21/06/2017,19/07/2017,26/07/2017,,2017,TYGER NORTHERN SUBURBS
Northern,70290380,Building Plan < 500m2,16879,640277,4 KANNA AVENUE  DOOR DE KRAAL,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,,Dwelling extension,90,"526,080.00",Under 5 million,1,No,11/04/2016,28/04/2016,13/05/2016,,2016,TYGER NORTHERN SUBURBS
Northern,70459957,Building Plan < 500m2,37685,700816,22 BOSCHENDAL STREET   VAN RIEBEECKSHOF,BELLVILLE,Application Approved,Additions and Alterations,Private,Dwelling Houses,Other,"DWELLING EXTENSION, CARPORT & PATIO",114,"524,560.00",Under 5 million,1,No,15/09/2020,11/11/2020,,,2020,TYGER NORTHERN SUBURBS
Tygerberg,70033637,Building Plan < 500m2,6767,565909,29 PAARL STREET  VASCO ESTATE,GOODWOOD,Work Complete,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Swimming Po",148,"523,140.00",Under 5 million,1,No,07/05/2010,14/07/2010,15/07/2010,07/11/2013,2010,GOODWOOD
Tygerberg,70033637,Building Plan < 500m2,6767,565909,29 PAARL STREET  VASCO ESTATE,GOODWOOD,Work Complete,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Swimming Po",148,"523,140.00",Under 5 million,1,No,07/05/2010,14/07/2010,15/07/2010,07/11/2013,2010,GOODWOOD
Tygerberg,70033637,Building Plan < 500m2,6767,565909,29 PAARL STREET  VASCO ESTATE,GOODWOOD,Work Complete,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Swimming Po",148,"523,140.00",Under 5 million,1,No,07/05/2010,14/07/2010,15/07/2010,07/11/2013,2010,GOODWOOD
Tygerberg,70264662,Building Plan < 500m2,5724,564914,73 DE VILLIERS STREET  VASCO ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,74,"522,440.00",Under 5 million,1,No,13/10/2015,23/01/2017,08/02/2017,,2015,GOODWOOD
Tygerberg,70289623,Building Plan < 500m2,18888,642139,7H MIDMAR ROAD  GROENVALLEI,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,74,"522,440.00",Under 5 million,1,No,20/05/2016,28/06/2016,29/06/2017,,2016,BELLVILLE
Tygerberg,70299178,Building Plan < 500m2,19126,624271,5 JACQUELINE ROAD  DE TIJGER,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,74,"522,440.00",Under 5 million,1,No,15/06/2016,11/07/2016,03/02/2017,,2016,PAROW
Tygerberg,70438748,Building Plan < 500m2,6493,631453,49 TALLENT ROAD  GLENLILY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,74,"522,440.00",Under 5 million,1,No,27/02/2019,05/04/2019,19/06/2019,,2019,PAROW
Tygerberg,70401725,Building Plan < 500m2,5683,630715,66 POINT STREET  CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,72,"522,320.00",Under 5 million,1,No,13/06/2018,05/07/2018,17/08/2018,,2018,PAROW
Northern,70477414,Building Plan < 500m2,335,665095,3 TAFELBERG WEG   KENRIDGE,KENRIDGE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,108,"522,240.00",Under 5 million,1,No,08/01/2020,31/01/2020,17/03/2020,25/11/2020,2020,TYGER NORTHERN SUBURBS
Northern,70276340,Building Plan < 500m2,445,665210,1 TULBAGH WEG  KENRIDGE - Durbanville,KENRIDGE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alts, Shadeport, Wall",87,"521,906.80",Under 5 million,1,No,17/02/2016,26/02/2016,22/04/2016,23/08/2016,2016,TYGER NORTHERN SUBURBS
Tygerberg,70263832,Building Plan < 500m2,6772,662043,22 RUNKEL CRESCENT  DE LA HAYE,BELLVILLE,Work Complete,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,81,"521,660.00",Under 5 million,1,No,12/11/2015,09/12/2015,11/03/2016,21/02/2020,2015,BELLVILLE
Northern,70513161,Building Plan < 500m2,29092,652204,11  AMANDEL CLOSE 61 VAN RIEBEECKSHOF WEG   PROTEA VALLEY,BELLVILLE,Application Approved,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,Town house extension & internal alts,59,"521,660.00",Under 5 million,1,No,20/08/2020,18/10/2020,,,2020,TYGER NORTHERN SUBURBS
Tygerberg,70433770,Building Plan < 500m2,16689,640094,113 STELLENBERG ROAD  VREDENBERG - BELLVILLE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,79,"521,580.00",Under 5 million,1,No,10/04/2019,03/06/2019,11/09/2019,,2019,BELLVILLE
Tygerberg,70484370,Building Plan < 500m2,9885,633907,16 DE KOCK STREET   PAROW VALLEY,PAROW,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,95,"521,500.00",Under 5 million,1,No,28/01/2020,08/06/2020,,,2020,PAROW
Tygerberg,70484370,Building Plan < 500m2,9885,633907,16 DE KOCK STREET   PAROW VALLEY,PAROW,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,95,"521,500.00",Under 5 million,1,No,28/01/2020,08/06/2020,,,2020,PAROW
Tygerberg,70484370,Building Plan < 500m2,9885,633907,16 DE KOCK STREET   PAROW VALLEY,PAROW,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,95,"521,500.00",Under 5 million,1,No,28/01/2020,08/06/2020,,,2020,PAROW
Northern,70167540,Building Plan < 500m2,426,665189,41 VAN DER STEL WEG  KENRIDGE - Durbanville,KENRIDGE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,Alts and Adds,97,"521,482.50",Under 5 million,1,No,05/09/2014,22/09/2014,29/09/2014,22/04/2016,2014,TYGER NORTHERN SUBURBS
Tygerberg,70316387,Building Plan < 500m2,7538,632329,26 GARDINER ROAD  GLENLILY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,112,"521,200.00",Under 5 million,1,No,22/11/2016,07/09/2017,22/03/2018,,2016,PAROW
Tygerberg,70023829,Building Plan < 500m2,15153,620871,110 OVERDALE - EAST ROAD  RAVENSMEAD,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,123,"521,070.00",Under 5 million,1,No,10/09/2013,31/01/2014,19/02/2014,,2013,PAROW
Tygerberg,70260034,Building Plan < 500m2,10639,634599,12 KLEINEWEIDE STRAAT  VREDELUST BELLVILLE,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall, Internal Alterations",97,"520,540.00",Under 5 million,1,No,21/10/2015,26/09/2016,24/01/2017,24/01/2017,2015,BELLVILLE
Tygerberg,70335559,Minor Works (Circulated),40196,1077874,89 VOORTREKKER ROAD  BOSTON,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations: Capitec Bank,0,"520,000.00",Under 5 million,1,No,13/03/2017,05/06/2017,14/09/2017,18/10/2017,2017,BELLVILLE
Tygerberg,70372925,Building Plan < 500m2,32968,655657,"81 DOUGLAS CARR, 7 DRIVE  BLOMMENDAL",BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,69,"519,640.00",Under 5 million,1,No,31/10/2017,14/11/2017,29/01/2018,07/05/2019,2017,BELLVILLE
Tygerberg,70359004,Building Plan < 500m2,8131,663062,3 DROSDY CLOSE  OAKGLEN,BELLVILLE,Work Complete,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,117,"519,480.00",Under 5 million,1,No,30/08/2017,22/09/2017,21/11/2017,18/04/2019,2017,BELLVILLE
Tygerberg,70457758,Building Plan < 500m2,9982,664726,20 CLEVELAND STREET   BOSTON,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dweling Extension, Boundary Wall",40,"519,400.00",Under 5 million,1,No,28/06/2019,15/07/2019,26/06/2020,,2019,BELLVILLE
Tygerberg,70121699,Building Plan < 500m2,39932,1001958,3 GOEDGEDACHT STREET  OOSTERZEE-BELLVILLE,BELLVILLE,Certificate Issued,Residential,Private,Dwelling Houses,Dwelling,Dwelling,155,"519,330.00",Under 5 million,1,No,08/09/2008,10/12/2008,11/12/2008,22/06/2009,2008,BELLVILLE
Tygerberg,70418222,Building Plan < 500m2,2348,646586,1 NANTES CLOSE  LA ROCHELLE,BELLVILLE,Work Complete,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",67,"518,520.00",Under 5 million,1,No,29/08/2018,09/01/2019,04/02/2019,07/07/2020,2018,BELLVILLE
Tygerberg,70449453,Building Plan < 500m2,6988,631896,37 SAREL CILLIERS STREET   GLENLILY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming Pool, Internal Alterations",74,"518,140.00",Under 5 million,1,No,27/03/2019,23/04/2019,10/12/2019,,2019,PAROW
Tygerberg,70370508,Building Plan < 500m2,6782,631734,24 MOSSEL STREET  GLENLILY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Boundary Wall, Carport",112,"517,840.00",Under 5 million,1,No,22/08/2018,13/11/2018,14/02/2019,,2018,PAROW
Tygerberg,70017896,Building Plan < 500m2,6844,631771,27 GROVE ROAD  GLENLILY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"""Second Dwelling,  Carport""",134,"517,800.00",Under 5 million,1,No,09/01/2012,07/02/2012,08/03/2012,,2012,PAROW
Tygerberg,70276187,Building Plan < 500m2,5507,660770,5 ST JAMES STRAAT  OAKDALE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,65,"517,400.00",Under 5 million,1,No,18/01/2016,15/02/2016,27/03/2017,,2016,BELLVILLE
Tygerberg,70238245,Building Plan < 500m2,4991,630047,126 WRENSCH ROAD  CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Internal Alterations, Dwellling Extension, Carport, Wall",83,"517,150.00",Under 5 million,1,No,16/04/2015,29/06/2015,11/12/2015,,2015,PAROW
Tygerberg,70074981,Building Plan < 500m2,4125,629399,15 LAWLEY ROAD  FAIRFIELD ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration, Wall",61,"517,040.00",Under 5 million,1,No,06/05/2014,18/06/2014,09/07/2014,,2014,PAROW
Tygerberg,70158341,Building Plan < 500m2,3041,653499,5 GOUSBLOM STRAAT  BLOMTUIN,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",96,"516,390.00",Under 5 million,1,No,15/08/2014,01/10/2014,06/10/2014,,2014,BELLVILLE
Tygerberg,70074254,Building Plan < 500m2,16447,622014,58 MARION CRESCENT  RAVENSMEAD,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extention, Carport and Wall",108,"516,000.00",Under 5 million,1,No,25/07/2014,29/09/2014,18/06/2015,,2014,PAROW
Tygerberg,70153594,Building Plan < 500m2,19055,624196,5 MADELEINE STREET  DE TIJGER,PAROW,Work Complete,Additions and Alterations,Private,Dwelling Houses,Garage,,111,"515,880.00",Under 5 million,1,No,02/07/2014,20/11/2014,30/03/2015,11/12/2015,2014,PAROW
Tygerberg,70314846,Building Plan < 500m2,8836,663675,27 16TH AVENUE  BOSTON,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Swimming pool",124,"515,500.00",Under 5 million,1,No,02/03/2017,27/09/2017,19/02/2018,,2017,BELLVILLE
Tygerberg,70428767,Building Plan < 500m2,33557,655941,28B BELMONT STREET  CHRISMAR,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",69,"515,490.00",Under 5 million,1,No,21/01/2019,07/03/2019,15/05/2019,,2019,BELLVILLE
Northern,70458875,Building Plan < 500m2,29583,652714,"4 ROOZEBOOM STREET   WATERKLOOF, DE BRON EXT 44",BELLVILLE,Application Approved,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,73,"515,380.00",Under 5 million,1,No,07/09/2020,18/10/2020,,,2020,TYGER NORTHERN SUBURBS
