Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70326943,Additions and Alterations,Private,Dwelling Houses,Other,"Entertainment Area, Carport",96,466120,1,2016,BELLVILLE
70431032,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Boundary Wall, Carport",67,466100,1,2019,GOODWOOD
70011882,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Carport, S/",100,466040,1,2012,PAROW
70287944,Residential,Private,Dwelling Houses,Other,"Granny Flat, Domestic Quarters and Shade Port.",66,465960,1,2016,PAROW
70317456,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,66,465960,1,2016,GOODWOOD
70326719,Additions and Alterations,Private,Dwelling Houses,Other,Granny Flat and Servant's Quarters.,66,465960,1,2017,GOODWOOD
70132747,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,84,465013,1,2014,PAROW
70365080,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",36,464660,1,2017,TYGER NORTHERN SUBURBS
70389924,Additions and Alterations,Private,Dwelling Houses,Servant Quarters,,63,464280,1,2018,PAROW
70335135,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Patio",81,463700,1,2017,TYGER NORTHERN SUBURBS
70398647,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,62,462920,1,2018,PAROW
70484892,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alts & Wall",61,462830,1,2019,TYGER NORTHERN SUBURBS
70287097,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extesnion, Internal Alts, Wall",59,462790,1,2016,TYGER NORTHERN SUBURBS
70473103,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,49,462420,1,2019,BELLVILLE
70524626,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Internal alterations to dwelling, Braai",44,462230,1,2020,BELLVILLE
70158340,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,83,462130,1,2014,TYGER NORTHERN SUBURBS
70466522,Additions and Alterations,Private,Dwelling Houses,Other,"PATIO Enclosure, INTERNAL ALTS & WALL DWELLING",58,461330,1,2019,TYGER NORTHERN SUBURBS
70014059,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Covered Are",116,461190,1,2012,GOODWOOD
70222390,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,70,461040,1,2015,GOODWOOD
70336935,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,96,460400,1,2017,BELLVILLE
70199180,Additions and Alterations,Private,Internal Alterations,,Internal Alterations  (As built),0,460398,1,2009,BELLVILLE
70361052,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,121,459580,1,2017,BELLVILLE
70243716,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,111,459120,1,2015,PAROW
70295781,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,65,458900,1,2016,PAROW
70389998,Additions and Alterations,Private,Town House/Flats/Other Residen,Dwelling Extension,,65,458900,1,2018,TYGER NORTHERN SUBURBS
70399562,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,65,458900,1,2018,PAROW
70403958,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Swimming Pool, Boundary Wall",70,458900,1,2018,GOODWOOD
70498891,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,65,458900,1,2020,BELLVILLE
70471646,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling extension and internal alts,20,458480,1,2019,TYGER NORTHERN SUBURBS
70494075,Residential,Private,Dwelling Houses,Other,"Granny Flat, Patio",86,458440,1,2020,PAROW
70008034,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,125,458060,1,2010,TYGER NORTHERN SUBURBS
70487689,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alts & Carport",74,457960,1,2020,TYGER NORTHERN SUBURBS
70080876,Residential,Private,Dwelling Houses,Dwelling,Dwelling,106,457920,1,2010,TYGER NORTHERN SUBURBS
70369712,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",98,457360,1,2017,PAROW
70281967,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,54,457064,1,2016,PAROW
70335243,Additions and Alterations,Private,Non Residential,Other,New sanitation building,65,456300,1,2017,BELLVILLE CBD
70407583,Additions and Alterations,Private,Non Residential,Factory Extension,,65,456300,1,2018,BELLVILLE
70091272,Additions and Alterations,Private,Schools/Hospitals/Libraries,Other,"""Dwelling Extension, braai""",86,455640,1,2011,TYGER NORTHERN SUBURBS
70355569,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Verandah, Wall",68,455370,1,2017,TYGER NORTHERN SUBURBS
70499546,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, carport, boundary wall",92,455300,1,2020,BELLVILLE
70271461,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,455000,1,2015,TYGERVALLEY
70282220,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,455000,1,2016,BELLVILLE CBD
70316971,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,455000,1,2018,BELLVILLE
70356935,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Shops & Backpackers Rooms,0,455000,1,2017,ELSIES RIVER INDUSTRIA
70432610,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations_Office,0,455000,1,2018,TYGER NORTHERN SUBURBS
70436871,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,455000,1,2018,TYGERVALLEY
70471892,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Student accommodation,0,455000,1,2020,PAROW
70518174,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,455000,0,2020,BELLVILLE
70478417,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,64,454440,1,2019,GOODWOOD
70523458,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",57,454420,0,2020,PAROW
70167604,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,68,454240,1,2014,PAROW
70170145,Additions and Alterations,Private,Dwelling Houses,Garage,,68,454240,1,2014,GOODWOOD
70463260,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Internal Alterations",84,454200,1,2019,TYGER NORTHERN SUBURBS
70351216,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,60,454050,1,2017,PAROW
70313959,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Swimming pool, Wall",64,453860,1,2017,PAROW
70047541,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Internal Al",143,453540,1,2013,PAROW
70308378,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration",25,453500,1,2016,TYGER NORTHERN SUBURBS
70097984,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, patio""",112,452800,1,2011,TYGER NORTHERN SUBURBS
70279731,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,77,452100,1,2017,BELLVILLE
70268897,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,64,451840,1,2015,PAROW
70328084,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,64,451840,1,2017,BELLVILLE
70269425,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall, Pool, Internal Alterations,  Patio",66,451160,1,2015,TYGER NORTHERN SUBURBS
70316887,Residential,Private,Dwelling Houses,Other,"Second Dwelling, Internal Alterations, Carport",78,450840,1,2017,GOODWOOD
70521093,Additions and Alterations,Private,Dwelling Houses,Other,DWELLING EXTENSION & INTERNAL ALTS,62,450720,1,2020,TYGER NORTHERN SUBURBS
70007140,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Swimming p",91,450710,1,2011,TYGER NORTHERN SUBURBS
70181978,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming Pool",72,450240,1,2014,GOODWOOD
70356803,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",61,450160,1,2017,PAROW
70023320,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,450000,1,2006,PAROW EAST
70086367,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,450000,1,2010,PAROW
70082952,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Carport""",145,449940,1,2010,BELLVILLE CBD
70082952,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Carport""",145,449940,1,2010,BELLVILLE CBD
70082952,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Carport""",145,449940,1,2010,BELLVILLE CBD
70275077,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming pool",66,449800,1,2016,BELLVILLE
70464992,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & Internal Alts,59,449540,1,2019,TYGER NORTHERN SUBURBS
70211260,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,104,449280,1,2010,TYGER NORTHERN SUBURBS
70252079,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,107,448690,1,2015,BELLVILLE
70218069,Additions and Alterations,Private,Church/Sport/Recreation,,"""Dwelling,  Carport""",133,448220,1,2009,PAROW
70284893,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,62,448220,1,2016,PAROW
70015709,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",80,447800,1,2011,GOODWOOD
70515580,Additions and Alterations,Private,Dwelling Houses,Other,DWELLING EXTENION & INTERNAL ALTS,45,447700,1,2020,TYGER NORTHERN SUBURBS
70188704,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,67,447560,1,2015,GOODWOOD
70463944,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,57,447520,1,2019,BELLVILLE
70472969,Additions and Alterations,Private,Dwelling Houses,Other,"Staff Quarters, Re-roofing",79,447300,1,2019,PAROW
70489844,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",58,447280,1,2020,BELLVILLE
70018598,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall",98,446480,1,2012,BELLVILLE
70424980,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall, Internal Alterations",81,445980,1,2019,BELLVILLE
70255352,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,69,445560,1,2015,TYGER NORTHERN SUBURBS
70166722,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",64,445520,1,2014,PAROW
70166722,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",64,445520,1,2014,PAROW
70166722,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",64,445520,1,2014,PAROW
70235134,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling ext, Verandah",75,445340,1,2015,PAROW
70173974,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,90,445040,1,2014,PAROW
70511257,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Garage Conversion, Carport",67,444940,1,2020,BELLVILLE
70511257,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Garage Conversion, Carport",67,444940,1,2020,BELLVILLE
70511257,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Garage Conversion, Carport",67,444940,1,2020,BELLVILLE
70505888,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Swimming Pool",91,444860,1,2020,BELLVILLE
70310057,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,63,444780,1,2016,TYGER NORTHERN SUBURBS
70353519,Residential,Private,Dwelling Houses,Additional Dwelling,,63,444780,1,2017,TYGER NORTHERN SUBURBS
70396864,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,63,444780,1,2018,BELLVILLE
70491543,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,63,444780,1,2020,PAROW
70429143,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,60,444600,1,2018,GOODWOOD
70490840,Residential,Private,Dwelling Houses,Additional Dwelling,,59,444540,1,2020,GOODWOOD
70296514,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,113,444410,1,2017,PAROW
70455586,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & Wall,85,444220,1,2019,TYGER NORTHERN SUBURBS
70152012,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Pool, Wall",87,443760,1,2014,TYGER NORTHERN SUBURBS
70477461,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",61,443660,1,2019,PAROW
70474223,Other Approvals,Private,Walls,Walls,,0,443290,1,2019,TYGER NORTHERN SUBURBS
70047733,Additions and Alterations,Private,Schools/Hospitals/Libraries,Other,"""Dwelling Extension,  Internal,",86,443240,1,2013,TYGER NORTHERN SUBURBS
70496726,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alterations: Van Schaik Bookstore, Parow Centre",0,443233,1,2020,PAROW
70438650,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Internal Alterations, Wall",67,443190,1,2019,BELLVILLE
70405818,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,78,443040,1,2018,TYGER NORTHERN SUBURBS
70248036,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,50,443021,1,2015,BELLVILLE
70479153,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,TownHouse Extension & Internal Alts,32,442680,1,2020,TYGER NORTHERN SUBURBS
70127493,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,164,442650,1,2008,TYGER NORTHERN SUBURBS
70438168,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Swimming pool",33,442640,1,2018,BELLVILLE
70080140,Additions and Alterations,Private,Dwelling Houses,Other,"""Carport, Dwelling Extension, In",120,442040,1,2010,GOODWOOD
70354978,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,78,442000,1,2017,PAROW
70119578,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,123,441670,1,2008,BELLVILLE CBD
70012341,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Verandah""",104,441260,1,2011,PAROW
70012341,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Verandah""",104,441260,1,2011,PAROW
70012341,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Verandah""",104,441260,1,2011,PAROW
70447274,Additions and Alterations,Private,Dwelling Houses,Other,"Garage, Verandah",83,441020,1,2019,BELLVILLE
70276376,Additions and Alterations,Private,Dwelling Houses,Other,"First Floor, Carport, Wall",100,441000,1,2016,PAROW
70252381,Additions and Alterations,Private,Dwelling Houses,Garage,,66,440880,1,2015,BELLVILLE
70509494,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Patio, Swimming Pool, Internal Alterations",94,440760,1,2020,BELLVILLE
70301725,Additions and Alterations,Private,Dwelling Houses,Other,"Carport, Dwelling Extension",108,440750,1,2016,PAROW
70355066,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Awning",85,440460,1,2017,TYGER NORTHERN SUBURBS
70233348,Additions and Alterations,Private,Town House/Flats/Other Residen,,Rider Plan,84,440160,1,2012,TYGER NORTHERN SUBURBS
70386033,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,136,440130,1,2018,PAROW
70166684,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,127,439910,1,2007,BELLVILLE
70423248,Additions and Alterations,Private,Non Residential,Other,"Fire Water Storage Tank, Wall",340,439880,1,2018,PAROW EAST
70249778,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",95,439120,1,2015,PAROW
70279827,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Carport",91,439060,1,2016,TYGER NORTHERN SUBURBS
70452815,Other Approvals,Private,Carports,Other,"Carport, Boundary Wall",59,438940,1,2019,PAROW
70273680,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Patio",75,438760,1,2015,TYGER NORTHERN SUBURBS
70328848,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,76,438620,1,2017,BELLVILLE
